         293958151 function calls (293951043 primitive calls) in 1240.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    33134    0.005    0.000    0.005    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:346(closed)
       69    0.002    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/sorting.py:369(nargsort)
    32590    0.004    0.000    0.004    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.001    0.001    0.004    0.004 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/construction.py:596(_homogenize)
      213    0.000    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:220(__init__)
      213    0.000    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:373(_finalize)
      791    0.001    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:145(_get_option)
     1642    0.001    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1375(_is_dtype)
     2272    0.002    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
    16295    0.004    0.000    0.004    0.000 {method 'cast' of 'memoryview' objects}
      141    0.001    0.000    0.004    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:550(validate_categories)
     7255    0.002    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/generic.py:37(_check)
      791    0.001    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:784(name)
      792    0.001    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:807(_set_axis)
        3    0.003    0.001    0.003    0.001 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer/fully_connected_layer.py:10(__init__)
      138    0.001    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2229(is_monotonic_increasing)
      140    0.000    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:101(isna)
      787    0.001    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/warnings.py:168(simplefilter)
      140    0.000    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:184(_isna)
      870    0.001    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
       72    0.000    0.000    0.003    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6394(_should_compare)
      141    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:842(_engine)
      860    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1571(validate_all_hashable)
       75    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:1156(maybe_infer_to_datetimelike)
        4    0.000    0.000    0.002    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:201(_get_json_content_from_openml_api)
       70    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2817(hasnans)
     1570    0.002    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:572(condition)
        4    0.000    0.000    0.002    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:238(_load_json)
      799    0.002    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:278(__init__)
        1    0.000    0.000    0.002    0.002 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/concat.py:190(union_categoricals)
      790    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2716(new_block)
       72    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:401(__eq__)
      792    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:236(set_axis)
       70    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:359(_simple_new)
       69    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/util/hashing.py:233(hash_array)
      787    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/warnings.py:184(_add_filter)
       69    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1250(copy)
     1661    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:7593(ensure_index)
      791    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:127(_get_single_key)
       75    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:231(asarray_tuplesafe)
      791    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2645(maybe_coerce_values)
      143    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2744(inferred_type)
      140    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:261(_isna_array)
       69    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/util/hashing.py:282(_hash_ndarray)
      793    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:734(name)
       81    0.000    0.000    0.002    0.000 {built-in method builtins.next}
      278    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
       72    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2313(is_unique)
      146    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6312(_index_as_unique)
      792    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/base.py:86(_validate_set_axis)
     1582    0.001    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:831(_values)
       69    0.000    0.000    0.002    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2532(_encode_with_my_categories)
        2    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:1878(split)
        2    0.001    0.001    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:1912(_iter_indices)
       73    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1146(take)
        1    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:373(_get_data_features)
      140    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:305(_isna_string_dtype)
        2    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6186(_get_indexer_strict)
     3152    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:999(__len__)
       71    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:3955(_get_indexer)
       70    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:586(update_dtype)
      220    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:649(_simple_new)
     1573    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:667(_info_axis)
     2521    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
      791    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:635(_get_root)
      868    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
        4    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/json/__init__.py:299(loads)
       70    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2804(_isnan)
        4    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/json/decoder.py:333(decode)
       69    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/util/hashing.py:47(combine_hash_arrays)
        4    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/json/decoder.py:344(raw_decode)
      212    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5170(_get_engine_target)
      790    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:568(require_length_match)
       69    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1697(_validate_names)
     1582    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:2004(internal_values)
      797    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:425(readline)
      862    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/warnings.py:484(__enter__)
     1720    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1590(<genexpr>)
      789    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/base.py:549(find)
        2    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/_mixins.py:78(method)
        1    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1575(__init__)
        2    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:1638(__array__)
     2197    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
      787    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:707(dtype)
      793    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2674(get_block_type)
      277    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
        6    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:359(__exit__)
        6    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:350(close)
        1    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1848(_make_engine)
       12    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
       75    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       81    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/numeric.py:324(full)
        6    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/_compression.py:59(close)
      139    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/base.py:294(is_dtype)
     1642    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1399(_get_dtype)
       69    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:518(construct_array_type)
      862    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/warnings.py:505(__exit__)
        1    0.000    0.000    0.001    0.001 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py:60(__init__)
        6    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:121(_open_openml_url)
       75    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_methods.py:57(_any)
     1710    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:529(is_string_or_object_np_dtype)
      787    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1993(dtype)
      937    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:416(extract_array)
      788    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      141    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
      610    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
      868    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:481(ensure_wrapped_if_datetimelike)
        5    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:123(maybe_convert_platform)
      791    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:676(_translate_key)
     2197    0.001    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:121(classes)
     1572    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
       72    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6415(_is_comparable_dtype)
      866    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:735(_sanitize_str_dtypes)
     2660    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
      143    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_dtype.py:342(_name_get)
     1151    0.000    0.000    0.001    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:909(__len__)
     4712    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:376(dtype)
       75    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1081(is_numeric_dtype)
      785    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:2177(_grouping_func)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:782(_rename)
       73    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/algorithms.py:1131(take)
       72    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6324(_maybe_downcast_for_indexing)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:6432(dtypes)
      868    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/construction.py:758(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/accessor.py:111(f)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2937(_delegate_method)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/_compression.py:113(readall)
      791    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:541(to_numpy)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:773(_view)
      610    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      785    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:865(_references)
      862    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/warnings.py:458(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/base.py:539(to_numpy)
      799    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/flags.py:51(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:257(_get_data_info_by_name)
      139    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:972(coerce_indexer_dtype)
       77    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:738(_valid_data_column_names)
     2381    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     2511    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      797    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      805    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/__init__.py:34(using_copy_on_write)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2017(nonzero)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:1136(rename_categories)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:4323(reindex)
      791    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:393(_get_data_qualities)
      156    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
       72    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:3996(_check_indexing_method)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:28(validate_parameter_constraints)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/numerictypes.py:475(issubdtype)
      141    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:456(_engine_type)
      143    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2776(_is_multi)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:152(__init__)
       75    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3343(signature)
     2046    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5144(_values)
       69    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:1490(check_random_state)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3081(from_callable)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:354(_get_data_description_by_id)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/frozen.py:76(__getitem__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2501(_signature_from_callable)
       72    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6679(_maybe_cast_listlike_indexer)
     1871    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/typing.py:2187(cast)
      283    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:791(is_)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:5136(reindex)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:315(__init__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:5343(reindex)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      795    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1837(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:900(_set_categories)
       76    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:836(__iter__)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/concat.py:308(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2397(_signature_from_function)
       75    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      785    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       73    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5373(__getitem__)
       68    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2549(_categories_match_up_to_permutation)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_indexing.py:95(_determine_key_type)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:6662(copy)
      822    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:5773(isna)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:8693(isna)
      803    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      791    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
      141    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1040(needs_i8_conversion)
      138    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1765(_get_names)
      235    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10b35b5b0}
      793    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1940(_block)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:1233(dedup_names)
      787    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/concat.py:293(_maybe_unwrap)
     1245    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:619(categories)
        6    0.000    0.000    0.000    0.000 {built-in method _io.open}
      212    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:764(categories)
      792    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:718(dtype)
      138    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/numerictypes.py:293(issubclass_)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4626(_get_item_cache)
